Academic year,Transfer student?,School(s) at Northwestern,Residence,Member of Greek life?,Gender Identity,Gender Identity (not listed by survey),Race/Ethnicity,"Race/Ethnicity (if ""Multiracial"" was selected)",Member of the LGBTQ+ community?,Identify as TGNC (transgender or non-conforming)?,Receive need-based financial aid from Northwestern?,International student?,Identify as a first-generation college student?,Identify as a low-income student?,Do you ride a bike on campus?,Importance level: Improving mental health services available on campus,Importance level: Increasing the number of paid employees at CARE,Importance level: Increasing support for diversity and inclusion initiatives at Northwestern,Importance level: Providing increased transportation options to Chicago,"Importance level: Providing university-sponsored, late-night activities where alcohol is not served",Importance level: Improving off-campus street lighting,Importance level: Increasing the number of blue light stations around campus,Importance level: Constructing or designating additional gender neutral bathrooms around campus,Importance level: Increasing the amount of gender open housing on campus,Importance level: Designating a permanent space to low-income or first-generation identifying students,"Importance level: Improving Via (formerly ""Safe Ride"") by extending hours and adding additional drivers",Importance level: Constructing additional bike racks on campus,"Agreement with: ""I have never felt marginalized at NU""","Identities due to which you feel you have been marginalized (if ""Experience marginalization at NU"" was selected)","Settings in which you have experienced marginalization at Northwestern (if ""Experience marginalization at NU"" was selected)","Main source of community, support, and well-being","Main source of community, support, and well-being (other)",Would you like Northwestern to hold events to promote mental wellness on campus?,Would you find it useful for Northwestern to hold educational workshops on mental health/intervention skills?,Do you think Northwestern should require faculty to undergo Mental Health Awareness Training?,"Agreement with: ""It is important that CAPS hire staffers with diverse backgrounds""",Have you ever experienced a mental or physical health issue that has impacted your academic performance at NU?,Have you ever sought the services provided by CAPS?,What was the outcome of your treatment at CAPS?,"Agreement with: ""CAPS met or exceeded my expectations""","Agreement with: ""CAPS was beneficial to my mental health""",Why did CAPS not have a beneficial effect on your mental health?,"Do you have an ongoing, diagnosed, clinical health issue?",Are you registered with Accessible NU?,Have you used CAPS for a referral to an off-campus provider?,"Agreement with: ""I was referred to a professional in a timely manner""","Agreement with: ""CAPS assisted me in finding additional necessary resources (e.g. financial aid) for my treatment""","Agreement with: ""I had to change my class/extracurricular schedule in order to attend counseling off-campus""","Agreement with: ""The professional(s) I was referred to had adequate time to schedule sessions with me""","What resources, excluding CAPS, if any, do you utilize to support your well-being?","Agreement with: ""The university provides resources that allow me to partake in academic pursuits"" (if ""low-income or first-gen student)","Agreement with: ""The university provides resources that allow me to partake in extracurricular activities"" (if ""low-income or first-gen student)","Agreement with: ""I have been prevented from taking a class/academic activity for financial reasons"" (if ""low-income or first-gen student)","Agreement with: ""I have the necessary resources to interview at companies that I'm interested in"" (if ""low-income or first-gen student)","Agreement with: ""I have never financially struggled to purchase required academic software"" (if ""low-income or first-gen student)","Agreement with: ""It's important for Northwestern to continue to bring  peakers as a part of the Contemporary Thought Speaker Series""",Do you currently hold a paying job either on or off campus?,"Is your job, or one of your jobs, a work-study position?",Do you currently hold more than one paying job?,"How many paying jobs do you currently hold? (if ""I hold more than 1 paid position"" was selected)","Agreement with: ""I have never had to turn down a leadership position in a student organization due to work obligations""","Agreement with: ""I am heavily involved in one or more student organizations""","Hours per week you dedicate to the organizations (if ""Heavily involved in student organization(s)"" was selected)",Do you hold a leadership position in any of the organizations that you are involved with?,Are you aware of the existence of Northwestern's gender-open housing policy?,Are you currently in gender-open housing?,"If in gender-open housing, how would you rate your experience?","Agreement with: ""Northwestern should institute a gender-open dorm (as opposed to gender-open floors)""",Who is your landlord?,Who is your landlord?  (other),How satisfied are you with your living space?,Reasons for your dissatisfaction in living space,What platform(s) did you use in your search for your off-campus living?,What platform(s) did you use in your search for your off-campus living? (other),Do you have any dietary restrictions?,"Agreement with: ""There are always enough options for me at the dining halls"" (if ""Dietary restrictions"" was selected)",Please rate how satisfied you are with the current dining hall options.,Areas most important for Northwestern to focus on to improve its commitment to sustainability,"Agreement with: ""I commit myself to a sustainable lifestyle in my daily life (recycling, limiting water usage)""",Are you planning on voting in the 2020 Presidential Election?,How many school credits are you taking this quarter?,Where did you attend high school?,Do you own a Juul or vape?,Are you currently in a relationship?,Are you currently active on a dating app?,"Dating apps used (if ""Using dating app"" was selected)","Agreement with: ""I would recommend Northwestern to a younger sibling or friend."""
Second year,No,Weinberg,On Campus Greek Housing,Yes,Cisgender woman,No answer,White,No answer,No,No,No,No,No,No,Yes,Very important,Important,Unimportant,Very important,Very important,Very important,Important,Important,Unimportant,Important,Very important,Important,Disagree,Gender,Classroom or other academic setting,"IFC/PHA Greek Life,Friend group/Family",No answer,"Yes, very much","Yes, somewhat","Yes, very much",Strongly agree,Yes,Yes,The wait time for an initial consultation was too long so I did not follow through with the services.,Strongly disagree,Strongly disagree,The wait was too long for me to follow through and receive help.,Yes,No,Yes,Strongly agree,Unable to Judge,Disagree,Agree,"Exam Relief (5 min massage, therapy dogs, etc.)",No answer,No answer,Strongly disagree,Agree,Strongly agree,Agree,No,No answer,No answer,No answer,No answer,Strongly Agree,Between 1-5 hours,Yes,Yes,No,No answer,Disagree,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Agree,Extremely dissatisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),LEED certified buildings, ENERGY STAR",Somewhat disagree,Yes,4.3,US - East,No,No,No,No answer,Agree
First year,No,"Weinberg,School of Communication",On Campus Residential Hall,Yes,Cisgender man,No answer,White,No answer,No,No,No,No,No,No,Yes,Very important,Important,Very important,Very important,Very important,Very important,Very important,Very important,No answer,Very important,Very important,Very important,Strongly Agree,No answer,No answer,"Club/Student Organization,IFC/PHA Greek Life",No answer,"Yes, somewhat","Yes, somewhat","Yes, somewhat",Somewhat agree,No,No,No answer,No answer,No answer,No answer,Yes,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Unable to Judge,Unable to Judge,No answer,Neither agree nor disagree,No,No answer,No answer,No answer,No answer,Strongly Agree,Between 1-5 hours,Yes,Yes,No,No answer,Agree,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Strongly disagree,Dissatisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Somewhat agree,Yes,4.9,US - East,No,No,No,No answer,Strongly Agree
Third year,No,Weinberg,Off Campus,Yes,Cisgender man,No answer,White,No answer,No,No,Yes,No,No,No,No,Very important,Important,Important,Important,Neither important nor unimportant,Unable to Judge,Important,Important,Important,Neither important nor unimportant,Very important,No answer,Agree,No answer,No answer,IFC/PHA Greek Life,No answer,"Yes, very much",No preference,"Yes, very much",Strongly agree,Yes,Yes,I met with someone at CAPS and then was referred to an outside care person.,Strongly disagree,Disagree,"The counseling I received did not adequately address my concerns or needs.,CAPS was not prepared to handle my specific need.",Prefer not to answer,No answer,Yes,Agree,Neither agree nor disagree,Disagree,Agree,None of the above.,No answer,No answer,Disagree,Strongly agree,Strongly agree,Agree,No,No answer,No answer,No answer,No answer,Agree,Between 1-5 hours,No,Yes,No,No answer,Strongly Agree,Other:,No answer,Somewhat satisfied,No answer,Apartments.com,No answer,No,No answer,Dissatisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Clean Energy (e.g. solar energy, wind power, geothermal),LEED certified buildings, ENERGY STAR",Somewhat agree,Yes,2,International,No,No,Yes,"Bumble,Tinder",Strongly Agree
First year,No,Weinberg,On Campus Residential College,No,Cisgender man,No answer,White,No answer,No,No,No,No,No,No,Yes,Very important,Unable to Judge,Very important,Very important,Unimportant,Unimportant,Unable to Judge,Unimportant,Not at all important,Important,Neither important nor unimportant,Important,Strongly Agree,No answer,No answer,"Club/Student Organization,IFC/PHA Greek Life,Academic Cohort (people in your major, PA group, Peer-Guided Study group),Dorm/neighborhood,Residential College",No answer,"Yes, very much","Yes, very much","Yes, somewhat",Strongly agree,"Maybe, but I am unsure.",No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Strongly disagree,Unable to Judge,Strongly agree,Strongly agree,No,No answer,No answer,No answer,No answer,Strongly Agree,Between 5-10 hours,Yes,No,No,No answer,Neither agree or disagree,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Neither agree nor disagree,Neither satisfied nor dissatisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Strongly agree,Yes,No answer,US - Midwest,No,No,No,No answer,Agree
Third year,No,Weinberg,Off Campus,No,Cisgender woman,No answer,White,No answer,No,No,No,No,No,No,Yes,Very important,Important,Important,Important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Important,Important,Neither important nor unimportant,Neither important nor unimportant,Strongly Disagree,"Gender,Ability Status,Religion","Greek Life,Meeting with administration",Friend group/Family,No answer,"Yes, somewhat","Yes, somewhat","Yes, very much",Strongly agree,Yes,Yes,The wait time for an initial consultation was too long so I did not follow through with the services.,Strongly disagree,Strongly disagree,"The counseling I received did not adequately address my concerns or needs.,CAPS was not prepared to handle my specific need.,The wait was too long for me to follow through and receive help.",Yes,Yes,No,No answer,No answer,No answer,No answer,"CARE,AccessibleNU,Wellness-oriented student groups (WildChat, Active Minds, MARS/SHAPE, etc.)",No answer,No answer,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Yes,No,Yes,2,Disagree,Strongly Agree,Between 5-10 hours,Yes,Yes,No,No answer,Agree,Other:,Lisa Pildes,Somewhat dissatisfied,"Faulty pipes/plumbing,Temperature,Broken/unfixed items (cracked walls, lights, etc)","Free & For Sale (Facebook group),Word of mouth",No answer,Yes,No answer,Unable to judge,"Providing alternative student transportation options (e.g. biking, scooters etc.),Clean Energy (e.g. solar energy, wind power, geothermal),Composting",Strongly agree,Yes,5,US - Midwest,No,No,Yes,Tinder,Neither Agree nor Disagree
First year,No,"McCormick,Bienen",Commuter (living at home),No,Cisgender woman,No answer,Asian,No answer,Yes,No,No,No,No,No,Yes,Very important,Very important,Important,Neither important nor unimportant,Neither important nor unimportant,Very important,Unable to Judge,Unable to Judge,Unable to Judge,Unable to Judge,Important,Unable to Judge,Agree,No answer,No answer,"Friend group/Family,Academic Cohort (people in your major, PA group, Peer-Guided Study group),Residential College",No answer,"Yes, very much","Yes, very much","Yes, very much",Somewhat agree,Yes,Yes,I met with someone at CAPS for a short period of time and felt I no longer needed treatment.,Agree,Agree,No answer,Yes,Yes,No,No answer,No answer,No answer,No answer,AccessibleNU,No answer,No answer,Disagree,Agree,Agree,Neither agree nor disagree,Yes,No,Yes,2,Unable to Judge,Strongly Disagree,No answer,No answer,No,No,No answer,Unable to judge,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,No answer,"Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Strongly agree,Yes,5.5,US - Midwest,No,No,No,No answer,Strongly Agree
Fourth year,No,"Weinberg,Bienen",On Campus Residential Hall,No,Cisgender man,No answer,Asian,No answer,No,No,Yes,No,No,No,Yes,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Neither important nor unimportant,Neither important nor unimportant,Very important,Very important,Very important,Agree,No answer,No answer,"Club/Student Organization,Friend group/Family,Academic Cohort (people in your major, PA group, Peer-Guided Study group),Dorm/neighborhood",No answer,"Yes, very much","Yes, very much","Yes, very much",Somewhat agree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,"Exam Relief (5 min massage, therapy dogs, etc.)",No answer,No answer,Disagree,Agree,Strongly disagree,Agree,No,No answer,No answer,No answer,No answer,Agree,Between 1-5 hours,Yes,No,No,No answer,Neither agree or disagree,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Neither satisfied nor dissatisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.)",Strongly agree,Yes,6,US - Midwest,No,Yes,No,No answer,Strongly Agree
Fourth year,No,Weinberg,Off Campus,Yes,Cisgender woman,No answer,White,No answer,No,No,Yes,No,No,No,Yes,Very important,Important,Very important,Neither important nor unimportant,Neither important nor unimportant,Important,Neither important nor unimportant,Unable to Judge,Unable to Judge,Important,Important,Unimportant,Disagree,Gender,Classroom or other academic setting,"Friend group/Family,Academic Cohort (people in your major, PA group, Peer-Guided Study group)",No answer,"Yes, somewhat","Yes, somewhat","No, not really",Strongly agree,No,No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Disagree,Unable to Judge,Agree,Neither agree nor disagree,Yes,No,Yes,2,Agree,Agree,Between 5-10 hours,Yes,No,No,No answer,Unable to judge,Other:,Cagan,Somewhat satisfied,No answer,"Free & For Sale (Facebook group),Walking around Evanston looking for ""For Rent"" signs,Word of mouth",No answer,Yes,No answer,Neither satisfied nor dissatisfied,"Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste",Somewhat agree,Yes,3.5,US - Midwest,No,No,No,No answer,Agree
Third year,No,Weinberg,Off Campus,Yes,Cisgender woman,No answer,Hispanic or Latino,No answer,No,No,Prefer not to answer,No,No,No,Yes,Very important,Important,Important,Very important,Neither important nor unimportant,Very important,Important,Very important,Neither important nor unimportant,Neither important nor unimportant,Important,Neither important nor unimportant,Disagree,"Race,Gender,Religion",Not sure,"Club/Student Organization,IFC/PHA Greek Life",No answer,"Yes, very much","Yes, somewhat","Yes, very much",Strongly agree,Yes,No,No answer,No answer,No answer,No answer,Yes,No,No answer,No answer,No answer,No answer,No answer,Women's Center,No answer,No answer,Disagree,Agree,Disagree,Strongly agree,Yes,No,No,No answer,Agree,Strongly Agree,Between 5-10 hours,Yes,Yes,No,No answer,Strongly Agree,Other:,"Vision Management Group, LLC.",Somewhat satisfied,No answer,Zillow.com,No answer,Yes,No answer,Unable to judge,"Clean Energy (e.g. solar energy, wind power, geothermal),LEED certified buildings, ENERGY STAR",Strongly agree,Yes,4,US - Midwest,No,No,No,No answer,Agree
Fourth year,No,Medill,Off Campus,No,Cisgender woman,No answer,White,No answer,No,No,No,No,No,No,No,Very important,Neither important nor unimportant,Unable to Judge,Unable to Judge,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Important,Important,Unable to Judge,Unable to Judge,No answer,Agree,No answer,No answer,Friend group/Family,No answer,No preference,"No, not really","Yes, somewhat",Strongly agree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Strongly disagree,Strongly agree,Strongly agree,Unable to Judge,No,No answer,No answer,No answer,No answer,Agree,Between 5-10 hours,Yes,No,No,No answer,Neither agree or disagree,Other:,Fairmont Properties,Very satisfied,No answer,Word of mouth,No answer,No,No answer,Unable to judge,"Clean Energy (e.g. solar energy, wind power, geothermal),LEED certified buildings, ENERGY STAR",Somewhat agree,Yes,4,US - Midwest,No,No,Yes,"Bumble,Tinder",Strongly Agree
Third year,No,Weinberg,Off Campus,No,Cisgender man,No answer,White,No answer,No,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer
Second year,No,Weinberg,On Campus Greek Housing,Yes,Cisgender man,No answer,White,No answer,No,No,No,No,No,No,No,Very important,Important,Important,Very important,Unimportant,Unimportant,Unimportant,Unimportant,Unimportant,Neither important nor unimportant,Very important,No answer,Disagree,"Religion,Other","Greek Life,Student Organizations","IFC/PHA Greek Life,Friend group/Family",No answer,No preference,No preference,No preference,Strongly agree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Disagree,Agree,Disagree,Agree,Yes,No,No,No answer,Agree,Strongly Agree,More than 20 hours,Yes,Yes,No,No answer,Neither agree or disagree,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Extremely dissatisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste",Somewhat agree,Yes,4.3,US - Midwest,No,No,No,No answer,Agree
Third year,No,School of Communication,Off Campus,Yes,Cisgender woman,No answer,White,No answer,No,No,No,No,No,No,No,Very important,Important,Important,Unimportant,Neither important nor unimportant,Important,Neither important nor unimportant,Important,Not at all important,Neither important nor unimportant,Unable to Judge,No answer,Strongly Agree,No answer,No answer,IFC/PHA Greek Life,No answer,"Yes, very much","No, not really","No, not really",Strongly agree,No,No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,"Exam Relief (5 min massage, therapy dogs, etc.)",No answer,No answer,Strongly disagree,Strongly agree,Strongly agree,Unable to Judge,Yes,No,No,No answer,Strongly Agree,Strongly Agree,Between 5-10 hours,Yes,Yes,No,No answer,Neither agree or disagree,Evanston Rentals and Management,No answer,Somewhat satisfied,No answer,Zillow.com,No answer,Yes,No answer,Unable to judge,"LEED certified buildings, ENERGY STAR",Neither agree nor disagree,Yes,No answer,US - Midwest,No,Yes,No,No answer,Strongly Agree
First year,No,McCormick,On Campus Residential Community,No,Non-Binary / Non-Conforming,No answer,White,No answer,Yes,Yes,No,No,No,No,No,Important,Important,Important,Neither important nor unimportant,Neither important nor unimportant,Important,Neither important nor unimportant,Very important,Important,Important,Unable to Judge,No answer,Disagree,Gender,Classroom or other academic setting,"Friend group/Family,Academic Cohort (people in your major, PA group, Peer-Guided Study group),Dorm/neighborhood",No answer,"Yes, somewhat","Yes, somewhat","Yes, somewhat",Strongly agree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Disagree,Strongly agree,Agree,Unable to Judge,No,No answer,No answer,No answer,No answer,Strongly Disagree,No answer,No answer,Yes,Yes,Satisfied,Neither agree or disagree,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Satisfied,"Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Reducing container waste,LEED certified buildings, ENERGY STAR",Somewhat agree,Yes,4.3,US - Midwest,No,No,No,No answer,Agree
Third year,No,Weinberg,Off Campus,No,Cisgender man,No answer,White,No answer,Prefer not to answer,No,Yes,No,No,Prefer not to answer,No,Very important,Very important,Important,Neither important nor unimportant,Important,Neither important nor unimportant,Important,Unimportant,Unimportant,Very important,Unable to Judge,No answer,Strongly Disagree,"Race,Gender,Socioeconomic Status","Student Organizations,Classroom or other academic setting","Club/Student Organization,Friend group/Family",No answer,"Yes, somewhat","Yes, somewhat","Yes, somewhat",Neither agree nor disagree,Yes,Yes,The wait time for an initial consultation was too long so I did not follow through with the services.,Neither agree nor disagree,Neither agree nor disagree,No answer,Yes,No,No,No answer,No answer,No answer,No answer,"Student Enrichment Services (SES),Exam Relief (5 min massage, therapy dogs, etc.)",No answer,No answer,Disagree,Agree,Agree,Strongly agree,Yes,Yes,Yes,2,Disagree,Strongly Agree,Between 15-20 hours,Yes,Yes,No,No answer,Neither agree or disagree,Other:,Maxwell Ross and Alisa Kaplan,Very satisfied,No answer,"Apartments.com,Places 4 Students,Walking around Evanston looking for ""For Rent"" signs,Wildcat Pad,Word of mouth,Zillow.com",No answer,No,No answer,Unable to judge,"Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),LEED certified buildings, ENERGY STAR",Strongly disagree,Yes,No answer,US - Midwest,No,No,Yes,"Bumble,Hinge,Tinder",Strongly Agree
